Word,ID,Meanings,Num_Synonyms,Representativeness,Antonym_Count,Hyponym_Count,Hypernym_Count,Word_Frequency,Zipf_Frequency,Num_Letters,Num_Syllables,Inv_Num_Letters,Inv_Num_Syllables,Syllables_per_Letter,Flesch_Reading_Ease,Sentiment_Positive,Sentiment_Negative,Polarity,Blob_Positive,Blob_Negative,Blob_Polarity,Blob_Polarityabs,SWN_Positive_Avg,SWN_Negative_Avg,SWN_Polarity_Avg,SWN_Polarity_Avg_abs,SWN_Positive_Max,SWN_Negative_Max,SWN_Polarity_Max,SWN_Polarity_Max_abs,GPT_Positive_Score,GPT_Negative_Score,GPT_Polarity,DepSeek_Positive_Score,DeepSeek_Negative_Score,DeepSeek_Negative_Score_Abs,DeepSeek_Polarity,ZMeanings,ZNum_Synonyms,ZRepresentativeness,ZAntonym_Count,ZHyponym_Count,ZHypernym_Count,ZWord_Frequency,ZZipf_Frequency,ZNum_Letters,ZNum_Syllables,ZInv_Num_Letters,ZInv_Num_Syllables,ZSyllables_per_Letter,ZFlesch_Reading_Ease,ZSentiment_Positive,ZSentiment_Negative,ZPolarity,ZBlob_Positive,ZBlob_Negative,ZBlob_Polarity,ZBlob_Polarityabs,ZSWN_Positive_Avg,ZSWN_Negative_Avg,ZSWN_Polarity_Avg,ZSWN_Polarity_Avg_abs,ZSWN_Positive_Max,ZSWN_Negative_Max,ZSWN_Polarity_Max,ZSWN_Polarity_Max_abs,ZGPT_Positive_Score,ZGPT_Negative_Score,ZGPT_Polarity,ZDepSeek_Positive_Score,ZDeepSeek_Negative_Score,ZDeepSeek_Negative_Score_Abs,ZDeepSeek_Polarity
see,2273,25,55,2.2,0,119,44,.00126,6.1,3,1,.333333333,1,.333333333,121.22,0,0,0,0,0,0,0,.225,.025,.2,.2,.75,.125,.625,.625,.38,.62,1,0,0,0,0,2.57774048662731,4.18038311430917,.416269823701065,-.56953161811483,1.473764724083,2.19602410417049,6.72578353868875,2.97998536335926,-1.52029897864071,-1.0975726426378,2.39665010971197,1.39443118542922,.141181592073113,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,.616722360046762,-.482064245230378,.767939070634697,.312863205415994,2.30780436096183,-.17024811995067,2.09173021095937,2.02227525690411,-.375916296860241,.612550392124052,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
two,2712,3,4,1.333333333,0,15,3,.00126,6.1,3,1,.333333333,1,.333333333,121.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.72,.28,1,0,0,0,0,-.56896385592288,-.623098598367365,-.320244652347792,-.56953161811483,-.288726293089398,-.634386282537624,6.72578353868875,2.97998536335926,-1.52029897864071,-1.0975726426378,2.39665010971197,1.39443118542922,.141181592073113,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,-.774148899297463,-.648997251590778,-.125041950351159,-.850343387564949,-.815883130583504,-.6923033762651,-.105946715317105,-.859057442529903,.821372787482823,-.480391156092935,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
know,1430,12,32,2.666666667,1,26,31,.00126,6.1,4,1,.25,1,.25,121.22,0,0,0,0,0,0,0,.303571429,.053571429,.25,.25,.625,.25,.375,.375,.15,0,.15,0,0,0,0,.718324284211289,2.01410704780799,.812854541704268,.387850701005565,-.102308973965394,1.29857690838499,6.72578353868875,2.97998536335926,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,1.10242343738767,-.291283663671068,.991184325881161,.60366485366123,1.78718977903761,.351807136363761,1.21265944044878,.869742177130504,-1.18584714803349,-1.38046066638928,-2.16265855758586,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
think,2619,14,19,1.357142857,1,72,27,.0012,6.08,5,1,.2,1,.2,121.22,0,0,0,0,0,0,0,.3125,.020833333,.291666667,.291666667,.75,.125,.625,.625,.04,.96,1,0,0,0,0,1.00438831535222,.789690140655145,-.300010738016537,.387850701005565,.677254360553168,1.02243930968176,6.37942576440219,2.93786084969033,-.651771145858808,-1.0975726426378,.3789548761975,1.39443118542922,-1.28661465426303,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,1.15761673868063,-.509886415182885,1.17722204007485,.845999562470937,2.30780436096183,-.17024811995067,2.09173021095937,2.02227525690411,-1.5732053812033,1.70549194034104,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
make,1544,51,70,1.37254902,2,266,88,.0012,6.08,4,1,.25,1,.25,121.22,0,0,0,0,0,0,0,.390625,.046875,.34375,.34375,.875,.375,.5,.5,0,.16,.16,0,0,0,0,6.29657289145935,5.59317185333168,-.286918204864032,1.34523302012596,3.96497798874015,5.23353768990602,6.37942576440219,2.93786084969033,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,1.64055814817515,-.335997864665027,1.40976917946828,1.14891794412105,2.82841894288606,.873862392678191,1.65219482570407,1.44600871701731,-1.71406292053778,-.866135231934225,-2.13443257541905,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
could,599,0,0,0,0,0,0,.00115,6.06,5,1,.2,1,.2,121.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.44,.24,.68,0,0,0,0,-.998059902634269,-.999842262106701,-1.45334384555003,-.56953161811483,-.542931728258494,-.841489481565047,6.09079428583006,2.89573633602141,-.651771145858808,-1.0975726426378,.3789548761975,1.39443118542922,-1.28661465426303,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,-.774148899297463,-.648997251590778,-.125041950351159,-.850343387564949,-.815883130583504,-.6923033762651,-.105946715317105,-.859057442529903,-.164629987858524,-.608972514706698,-.66668150274474,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
back,211,28,30,1.071428571,5,33,35,.0011,6.04,4,1,.25,1,.25,121.22,0,0,0,0,0,0,0,.34375,.09375,.25,.25,.5,.25,.25,.25,.67,.47,1.14,0,0,0,0,3.0068365333387,1.82573521593832,-.542817708291953,4.21737997748715,.0163202291135174,1.57471450708822,5.80216280725793,2.85361182235248,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,1.35079330247844,-.0229984777392757,.991184325881161,.60366485366123,1.26657519711339,.351807136363761,.773124055193483,.293475637243702,.645300863314726,.13037029732244,.631713676928686,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
want,2800,9,11,1.222222222,0,37,17,.0011,6.04,4,1,.25,1,.25,121.22,1,0,.0772,0,0,0,0,.196428571,.196428571,0,0,.5,.625,-.125,.125,.12,.88,1,0,0,0,0,.289228237499899,.0362028131764728,-.414669585043826,-.56953161811483,.0841083451586098,.332095312923682,5.80216280725793,2.85361182235248,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,2.97836411964322,-.27466087953255,.392025545369867,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,.440103784782344,.662619224093519,-.125041950351159,-.850343387564949,1.26657519711339,1.91797290530705,-.5454821005724,-.282790902643101,-1.29149030253435,1.44832922311351,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
us,2742,4,12,3,0,2,7,.0011,6.04,2,1,.5,1,.5,121.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86,.14,1,0,0,0,0,-.425931840352417,.130388729111307,1.09612933979237,-.56953161811483,-.509037670235948,-.358248683834394,5.80216280725793,2.85361182235248,-1.95456289503167,-1.0975726426378,4.91876916295459,1.39443118542922,1.92592690802465,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,-.774148899297463,-.648997251590778,-.125041950351159,-.850343387564949,-.815883130583504,-.6923033762651,-.105946715317105,-.859057442529903,1.3143741751535,-.930425911241106,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
well,2825,22,11,.5,3,12,9,.00107,6.03,4,1,.25,1,.25,121.22,1,0,.2732,0,0,0,0,.487,.04425,.44275,.44275,.75,.333,.417,.417,.66,.34,1,.5,0,0,.5,2.14864443991592,.0362028131764728,-1.02843164799296,2.30261533924636,-.339567380123217,-.220179884482779,5.62898392011465,2.83254956551802,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,2.97836411964322,-.27466087953255,1.54966437586479,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,2.23631467092759,-.353525830332869,1.85179478485628,1.72470520764661,2.30780436096183,.698451826556542,1.36034332989456,1.06336773453247,.610086478481106,-.28751911817229,.236549926593295,2.32970870941703,.349602682080386,-.349602682080386,1.43275692642476
go,1153,35,72,2.057142857,6,344,53,.00107,6.03,2,1,.5,1,.5,121.22,0,0,0,0,0,0,0,.1875,.03125,.15625,.15625,.375,.125,.25,.25,.57,.22,.79,0,0,0,0,4.00806064233194,5.78154368520135,.294866338563357,5.17476229660754,5.28684625161945,2.81733370125276,5.62898392011465,2.83254956551802,-1.95456289503167,-1.0975726426378,4.91876916295459,1.39443118542922,1.92592690802465,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,.384910483489391,-.440330993640278,.572599472294041,.0584117632014129,.745960615189164,-.17024811995067,.773124055193483,.293475637243702,.29315701497853,-.67326319401358,-.356195698909791,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
way,2810,13,13,1,0,70,25,.00102,6.01,3,1,.333333333,1,.333333333,121.22,0,0,0,0,0,0,0,.125,0,.125,.125,.125,0,.125,.125,.56,.44,1,0,0,0,0,.861356299781752,.224574645046141,-.603519450435895,-.56953161811483,.643360302530621,.884370510330143,5.34035244154252,2.79042505184909,-1.52029897864071,-1.0975726426378,2.39665010971197,1.39443118542922,.141181592073113,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,-.00144264410622657,-.648997251590778,.433071187765001,-.123339266951859,-.295268548659281,-.6923033762651,.333588669938189,-.282790902643101,.257942630144911,.033934278362118,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
much,1656,7,8,1.142857143,1,0,2,.001,6,4,1,.25,1,.25,121.22,0,0,0,.2,0,.2,.2,.1875,.041666667,.145833333,.145833333,.375,.125,.25,.25,.5,.57,1.07,0,0,0,0,.00316420635897288,-.246354934628029,-.482115965298187,.387850701005565,-.542931728258494,-.703420682213432,5.22489985011366,2.76936279501463,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,1.46066892981795,-.183729753955795,1.26850317633202,1.10409198741655,.384910483489391,-.370775572097671,.526090042629393,-.00217191545502217,.745960615189164,-.17024811995067,.773124055193483,.293475637243702,.0466563211431935,.451823693856848,.43413180176099,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
even,914,14,12,.857142857,2,4,9,.000977,5.99,4,2,.25,.5,.5,36.62,0,0,0,0,0,0,0,.138888889,.097222222,.041666667,.041666667,.375,.375,0,0,.39,.38,.77,0,0,0,0,1.00438831535222,.130388729111307,-.724922935573603,1.34523302012596,-.475143612213402,-.220179884482779,5.09212936997048,2.74830053818016,-1.08603506224976,-.111461569609492,1.13559059065701,-.342453951381019,1.92592690802465,.111461569609491,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,.0844136071574274,.000186660549153188,.0609957638425297,-.608008678755241,.745960615189164,.873862392678191,-.105946715317105,-.859057442529903,-.340701912026621,-.158937759558527,-.412647663243418,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
may,1573,2,5,2.5,0,0,3,.000955,5.98,3,1,.333333333,1,.333333333,121.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43,.27,.7,0,0,0,0,-.711995871493343,-.528912682432531,.671217142235305,-.56953161811483,-.542931728258494,-.634386282537624,4.96513151939874,2.7272382813457,-1.52029897864071,-1.0975726426378,2.39665010971197,1.39443118542922,.141181592073113,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,-.774148899297463,-.648997251590778,-.125041950351159,-.850343387564949,-.815883130583504,-.6923033762651,-.105946715317105,-.859057442529903,-.199844372692143,-.512536495746376,-.610229538411113,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
really,2087,4,8,2,0,0,0,.000933,5.97,6,2,.166666667,.5,.333333333,36.62,0,0,0,.2,0,.2,.2,.4375,.0625,.375,.375,.625,.25,.375,.375,.74,.26,1,0,0,0,0,-.425931840352417,-.246354934628029,.246304944678238,-.56953161811483,-.542931728258494,-.841489481565047,4.83813366882701,2.70617602451124,-.217507229467855,-.111461569609492,-.125468928397939,-.342453951381019,.141181592073113,.111461569609491,-.335638725790563,-.27466087953255,-.0639424021516005,1.46066892981795,-.183729753955795,1.26850317633202,1.10409198741655,1.93032299387186,-.231664735689777,1.54929746399732,1.33066897427432,1.78718977903761,.351807136363761,1.21265944044878,.869742177130504,.891801557150062,-.544681835399816,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
need,1685,7,16,2.285714286,1,28,12,.000933,5.97,4,1,.25,1,.25,121.22,0,0,0,0,0,0,0,.145833333,.229166667,-.083333333,.083333333,.375,.375,0,0,0,0,0,0,0,0,0,.00316420635897288,.507132392850643,.489111914953655,.387850701005565,-.068414915942848,-.0130766854553557,4.83813366882701,2.70617602451124,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,.127341729698429,.881221975605335,-.49711737427363,-.365673975761567,.745960615189164,.873862392678191,-.105946715317105,-.859057442529903,-1.71406292053778,-1.38046066638928,-2.58604829008807,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
right,2196,36,28,.777777778,9,44,27,.000912,5.96,5,1,.2,1,.2,121.22,0,0,0,.285714286,0,.285714286,.285714286,.388888889,.041666667,.347222222,.347222222,.875,.25,.625,.625,.9,.1,1,.4,0,0,.4,4.15109265790241,1.63736338406865,-.792369315827964,8.04690925396873,.202737548237521,1.02243930968176,4.71690844782671,2.68511376767677,-.651771145858808,-1.0975726426378,.3789548761975,1.39443118542922,-1.28661465426303,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,2.18944006986629,-.183729753955795,1.84912154322374,1.70946019566978,1.6298261175399,-.370775572097671,1.42527232120153,1.16911250173451,2.82841894288606,.351807136363761,2.09173021095937,2.02227525690411,1.45523171448797,-1.05900726985487,.236549926593295,1.78371862938185,.349602682080386,-.349602682080386,1.03229949613381
work,2866,34,41,1.205882353,2,291,84,.000912,5.96,4,1,.25,1,.25,121.22,0,0,0,0,0,0,0,.1875,.083333333,.104166667,.104166667,.375,.25,.125,.125,.1,.9,1,0,0,0,0,3.86502862676148,2.86178029122149,-.428555604332995,1.34523302012596,4.38865371402197,4.95740009120279,4.71690844782671,2.68511376767677,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,.384910483489391,-.0925538992818828,.34005233290061,-.244506618448697,.745960615189164,.351807136363761,.333588669938189,-.282790902643101,-1.36191907220159,1.51261990242039,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
year,2884,4,4,1,0,32,5,.000912,5.96,4,1,.25,1,.25,121.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.07,.93,1,0,0,0,0,-.425931840352417,-.623098598367365,-.603519450435895,-.56953161811483,-.000626799897755644,-.496317483186009,4.71690844782671,2.68511376767677,-1.08603506224976,-1.0975726426378,1.13559059065701,1.39443118542922,-.751191060548419,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,-.774148899297463,-.648997251590778,-.125041950351159,-.850343387564949,-.815883130583504,-.6923033762651,-.105946715317105,-.859057442529903,-1.46756222670245,1.60905592138072,.236549926593295,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
day,661,10,11,1.1,1,112,14,.000891,5.95,3,1,.333333333,1,.333333333,121.22,0,0,0,0,0,0,0,.166666667,0,.166666667,.166666667,.25,0,.25,.25,.5,.36,.86,0,0,0,0,.432260253070362,.0362028131764728,-.518537010924482,.387850701005565,1.35513552100409,.124992113896259,4.59568322682641,2.66405151084231,-1.52029897864071,-1.0975726426378,2.39665010971197,1.39443118542922,.141181592073113,1.0975726426378,-.335638725790563,-.27466087953255,-.0639424021516005,-.239797057959957,-.183729753955795,-.0862730085660696,-.308433827132557,.256126109684735,-.648997251590778,.619108901958689,.118995441857848,.225346033264941,-.6923033762651,.773124055193483,.293475637243702,.0466563211431935,-.223228438865408,-.158613823742095,-.400241690758841,.349602682080386,-.349602682080386,-.569530225029963
